station_id,station_name,lat,lon,capacity,capacity_class,is_charging_station,is_superstation,valet_hours,primary_area_type,context_tags,context_summary,nearest_subway_station,distance_to_subway_m,near_subway,nearest_park_or_recreation,distance_to_park_m,near_park_or_recreation,nearest_tourist_or_event_place,distance_to_tourist_or_event_m,near_tourist_or_event,nearest_major_road,distance_to_major_road_m,near_major_road,is_waterfront,is_downtown_core,is_residential_context,historical_arrivals_per_day,historical_departures_per_day,historical_net_flow_per_day,historical_usage_class,historical_return_risk_class,agent_hint,source,source_notes
7152,Ossington Ave / Bloor St W,43.66171041271702,-79.42559160724657,11,small,False,False,,park_trail,small|park_trail|near_subway|near_park|near_major_road,"Small park trail station near subway, near a park or trail and on a major road.",Ossington Avenue,88,True,Northumberland Playground,136,True,Adventure Alley Toronto,1563,False,Bloor Street West,31,True,False,False,True,1.18,1.79,-0.61,medium,low,"Small residential or park-adjacent station; if full, alternatives may be farther away.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7153,Bloor St W / Christie St,43.6638889,-79.41888888888889,19,medium,False,False,,transit_hub,medium|transit_hub|downtown_core|near_subway|near_park|near_major_road,"Medium transit hub station near subway, in the downtown core, near a park or trail and on a major road.",Christie Street,40,True,Christie Pits Park,193,True,"Ukrainian Museum of Canada, Ontario Branch",1363,False,Bloor Street West,45,True,False,True,False,35.78,36.92,-1.14,very_high,low,"Large capacity helps, but downtown commuter demand can change quickly; check alternatives early.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7154,Bathurst Subway Station,43.6666667,-79.41166666666668,23,medium,False,False,,transit_hub,medium|transit_hub|downtown_core|near_subway|near_park|near_major_road,"Medium transit hub station near subway, in the downtown core, near a park or trail and on a major road.",Bathurst Street,88,True,Ed & Anne Mirvish Parkette,18,True,"Ukrainian Museum of Canada, Ontario Branch",932,False,Bathurst Street,11,True,False,True,False,13.93,18.12,-4.19,high,low,"Large capacity helps, but downtown commuter demand can change quickly; check alternatives early.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7155,Bathurst St / Lennox St,43.663808,-79.410491,19,medium,False,False,,transit_hub,medium|transit_hub|downtown_core|near_subway|near_park|near_major_road,"Medium transit hub station near subway, in the downtown core, near a park or trail and on a major road.",Markham Street,240,True,Honest Ed’s Park,171,True,"Ukrainian Museum of Canada, Ontario Branch",703,False,Bathurst Street,16,True,False,True,False,23.09,25.0,-1.91,high,low,"Large capacity helps, but downtown commuter demand can change quickly; check alternatives early.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7156,Salem Ave / Bloor St W,43.6608333,-79.43166666666667,15,small,False,False,,park_trail,small|park_trail|near_subway|near_park|near_major_road,"Small park trail station near subway, near a park or trail and on a major road.",Dufferin Street - East,300,True,Salem Parkette,67,True,Adventure Alley Toronto,1190,False,Bloor Street West,37,True,False,False,True,22.34,23.26,-0.92,high,low,"Small residential or park-adjacent station; if full, alternatives may be farther away.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7157,Dufferin St / Bloor St W,43.66083333333333,-79.43583333333333,22,medium,False,False,,suburban_node,medium|suburban_node|near_subway|near_major_road,Medium suburban node station near subway and on a major road.,,72,True,Susan Tibaldi Parkette,318,False,Adventure Alley Toronto,946,False,Dufferin Street,68,True,False,False,True,6.75,9.93,-3.18,medium,low,Suburban or lower-demand area; alternatives may require a longer detour.,gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7158,King St W / Stafford St,43.6422222,-79.41111111111111,15,small,False,False,,park_trail,small|park_trail|downtown_core|near_park|near_major_road,"Small park trail station in the downtown core, near a park or trail and on a major road.","University / Queen, Southwest Entrance",2155,False,Stanley Park,169,True,the industREALarts room,540,False,King Street West,18,True,False,True,False,20.57,21.99,-1.42,high,low,"Small residential or park-adjacent station; if full, alternatives may be farther away.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7160,King St W / Tecumseth St,43.64333333333333,-79.40555555555557,19,medium,False,False,,tourist_event,medium|tourist_event|downtown_core|near_park|near_tourist|near_major_road,"Medium tourist event station in the downtown core, near tourist or event venues, near a park or trail and on a major road.","University / Queen, Southwest Entrance",1701,False,Stanley Park,296,True,the industREALarts room,308,True,King Street West,25,True,False,True,False,40.45,42.99,-2.55,very_high,medium,Tourist or event-area station; demand may spike around weekends and events.,gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7161,Beverley St / College St,43.6575,-79.39527777777778,23,medium,False,False,,tourist_event,medium|tourist_event|downtown_core|near_park|near_tourist,"Medium tourist event station in the downtown core, near tourist or event venues and near a park or trail.",University / College Southwest Entrance,431,False,Julius Deutsch Park,171,True,Centre For Inquiry Ontario,33,True,College Street,142,False,False,True,False,27.85,30.3,-2.45,very_high,low,Tourist or event-area station; demand may spike around weekends and events.,gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7162,Hayter St / La Plante Ave,43.6591666666667,-79.3855555555556,21,medium,False,False,,transit_hub,medium|transit_hub|downtown_core|near_subway|near_park|near_tourist|near_major_road,"Medium transit hub station near subway, in the downtown core, near tourist or event venues, near a park or trail and on a major road.",MaRS Discovery District,267,True,Lord and Lady Martonmere Gardens,133,True,Insulin: Toronto’s Gift to the World,204,True,Bay Street,32,True,False,True,False,25.42,28.61,-3.19,high,low,"Large capacity helps, but downtown commuter demand can change quickly; check alternatives early.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7164,Gould St / Yonge St (TMU),43.657424,-79.381019,23,medium,False,False,,transit_hub,medium|transit_hub|downtown_core|near_subway|near_park|near_tourist|near_major_road,"Medium transit hub station near subway, in the downtown core, near tourist or event venues, near a park or trail and on a major road.",TMU,99,True,Kerr Hall Quad,205,True,Little Canada,80,True,Yonge Street,27,True,False,True,False,36.97,39.35,-2.38,very_high,low,"Large capacity helps, but downtown commuter demand can change quickly; check alternatives early.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7168,Queens Quay / Yonge St,43.641646,-79.375308,47,very_large,False,False,,transit_hub,very_large|transit_hub|downtown_core|waterfront|near_subway|near_park|near_tourist|near_major_road,"Very large transit hub station near subway, in the downtown core, on the waterfront, near tourist or event venues, near a park or trail and on a major road.",Queens Quay - Ferry Docks,132,True,Harbour Square Park,210,True,Van Gogh Exhibit,136,True,Queens Quay West,13,True,True,True,False,62.18,59.53,2.65,very_high,low,"Large capacity helps, but downtown commuter demand can change quickly; check alternatives early.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7169,Front St W / Bay St (North Side),43.646162,-79.378912,11,small,False,False,Mon-Fri 7:00AM-10:00AM,transit_hub,small|transit_hub|downtown_core|near_subway|near_park|near_tourist|near_major_road|valet_station,"Small transit hub station valet-served station, near subway, in the downtown core, near tourist or event venues, near a park or trail and on a major road.",Entrance from Brookfield Place (via PATH),6,True,The Park at CIBC Square,184,True,TD Gallery of Indigenous Art,193,True,Front Street West,9,True,False,True,False,23.73,25.0,-1.27,high,medium,"Valet station: extra capacity available Mon-Fri 7:00AM-10:00AM; outside those hours, treated as a regular dock.",gbfs|osm|ridership|valet_page,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs; valet hours (Mon-Fri 7:00AM-10:00AM) from bikesharetoronto.com/valet-stations/"
7170,Spadina Ave / Willcocks St,43.6616667,-79.40138888888889,15,small,False,False,,tourist_event,small|tourist_event|downtown_core|near_park|near_tourist|near_major_road,"Small tourist event station in the downtown core, near tourist or event venues, near a park or trail and on a major road.",Spadina Road West Entrance,660,False,,240,True,"Ukrainian Museum of Canada, Ontario Branch",67,True,Spadina Avenue,40,True,False,True,False,21.88,23.87,-1.99,high,low,Tourist or event-area station; demand may spike around weekends and events.,gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7171,Ontario Place Blvd / Lake Shore Blvd W,43.6322445,-79.4108105,27,large,False,False,"Event days, 30min pre-show",tourist_event,large|tourist_event|downtown_core|waterfront|near_park|near_tourist|near_major_road|valet_station,"Large tourist event station valet-served station, in the downtown core, on the waterfront, near tourist or event venues, near a park or trail and on a major road.",University / King Southwest corner (on King),2679,False,Inukshuk Park,116,True,Echo Beach,325,True,Lake Shore Boulevard West,19,True,True,True,False,32.69,29.39,3.3,very_high,low,"Valet station: extra capacity available Event days, 30min pre-show; outside those hours, treated as a regular dock.",gbfs|osm|ridership|valet_page,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs; valet hours (Event days, 30min pre-show) from bikesharetoronto.com/valet-stations/"
7172,Strachan Ave / Princes' Blvd,43.635,-79.4088888888889,19,medium,False,False,,tourist_event,medium|tourist_event|downtown_core|waterfront|near_park|near_tourist|near_major_road,"Medium tourist event station in the downtown core, on the waterfront, near tourist or event venues, near a park or trail and on a major road.",University / King Southwest corner (on King),2369,False,The Gore,68,True,LAV III Monument,200,True,Lake Shore Boulevard West,33,True,True,True,False,15.53,13.57,1.96,high,low,Tourist or event-area station; demand may spike around weekends and events.,gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7173,Cariboo Ave / Railpath Trail,43.66666667,-79.45833333333334,19,medium,False,False,,park_trail,medium|park_trail|near_park,Medium park trail station near a park or trail.,Dundas West,1163,False,Carlton Park,233,True,Fly on the Wall Gallery,734,False,Dundas Street West,232,False,False,False,True,5.02,5.2,-0.18,medium,low,"Small residential or park-adjacent station; if full, alternatives may be farther away.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7174,Bloor St W / Dundas St W,43.6563889,-79.45166666666667,15,small,False,False,,tourist_event,small|tourist_event|near_subway|near_park|near_tourist|near_major_road,"Small tourist event station near subway, near tourist or event venues, near a park or trail and on a major road.",Dundas St West,111,True,West Toronto Railpath,273,True,Ukrainian Canadian Shevchenko,289,True,Bloor Street West,12,True,False,False,False,21.81,22.6,-0.79,high,low,Tourist or event-area station; demand may spike around weekends and events.,gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7175,HTO Park (Queens Quay W),43.63796,-79.387502,27,large,False,False,,tourist_event,large|tourist_event|downtown_core|waterfront|near_park|near_tourist,"Large tourist event station in the downtown core, on the waterfront, near tourist or event venues and near a park or trail.",Queens Quay - Ferry Docks,907,False,HTO Park,55,True,Rees Wave Deck,61,True,Lake Shore Boulevard West,162,False,True,True,False,51.6,45.9,5.7,very_high,medium,Tourist or event-area station; demand may spike around weekends and events.,gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7176,Bathurst St / Fort York Blvd,43.639179,-79.399595,19,medium,False,False,,tourist_event,medium|tourist_event|downtown_core|near_park|near_tourist,"Medium tourist event station in the downtown core, near tourist or event venues and near a park or trail.",University / King Southwest corner (on King),1492,False,Canoe Landing Park,246,True,The Ground Floor: Jumblies Theatre,73,True,Bathurst Street,91,False,False,True,False,31.7,33.14,-1.43,very_high,low,Tourist or event-area station; demand may spike around weekends and events.,gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7178,Dundas St W / Edna Ave,43.657192,-79.452559,15,small,False,False,,tourist_event,small|tourist_event|near_subway|near_park|near_tourist|near_major_road,"Small tourist event station near subway, near tourist or event venues, near a park or trail and on a major road.",Dundas St West,29,True,West Toronto Railpath,216,True,Ukrainian Canadian Shevchenko,257,True,Dundas Street West,10,True,False,False,False,16.01,16.73,-0.72,high,low,Tourist or event-area station; demand may spike around weekends and events.,gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7180,Lansdowne Subway Station,43.65922918158098,-79.44320901022282,23,medium,False,False,,park_trail,medium|park_trail|near_subway|near_park,Medium park trail station near subway and near a park or trail.,Wade Avenue,17,True,Erwin Krickhahn Park,244,True,213 Sterling Road,478,False,Bloor Street West,105,False,False,False,True,7.75,10.86,-3.12,medium,low,"Small residential or park-adjacent station; if full, alternatives may be farther away.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7181,Lansdowne Ave / Whytock Ave,43.6538888888889,-79.4413888888889,15,small,False,False,,tourist_event,small|tourist_event|near_park|near_tourist,Small tourist event station near tourist or event venues and near a park or trail.,Lansdowne Avenue,584,False,MacGregor Playground,98,True,XPACE Cultural Centre,391,True,College Street,335,False,False,False,False,6.14,6.41,-0.27,medium,low,Tourist or event-area station; demand may spike around weekends and events.,gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7182,Sterling Rd / Dundas St W,43.6508333333333,-79.4430555555556,19,medium,False,False,,tourist_event,medium|tourist_event|near_park|near_tourist|near_major_road,"Medium tourist event station near tourist or event venues, near a park or trail and on a major road.",Lansdowne Avenue,913,False,Sorauren Park,243,True,XPACE Cultural Centre,275,True,Dundas Street West,17,True,False,False,False,3.35,4.15,-0.8,medium,low,Tourist or event-area station; demand may spike around weekends and events.,gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7183,St Clarens Ave / College St,43.651238,-79.43868,15,small,False,False,,tourist_event,small|tourist_event|near_park|near_tourist|near_major_road,"Small tourist event station near tourist or event venues, near a park or trail and on a major road.",Emerson Avenue (Lansdowne Station),928,False,Dundas-St. Clarens Parkette,161,True,XPACE Cultural Centre,105,True,College Street,76,True,False,False,False,11.76,11.9,-0.15,high,low,Tourist or event-area station; demand may spike around weekends and events.,gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7184,Ossington Ave / College St,43.6544915,-79.422634,11,small,False,False,,park_trail,small|park_trail|near_park|near_major_road,Small park trail station near a park or trail and on a major road.,Ossington Avenue,925,False,George Ben Park,261,True,Small World Music Centre,917,False,College Street,11,True,False,False,True,3.74,5.61,-1.87,medium,low,"Small residential or park-adjacent station; if full, alternatives may be farther away.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7188,Atlantic Ave / Liberty St,43.637695491830144,-79.42023184193503,35,large,False,False,Game days Jun-Jul 2026,tourist_event,large|tourist_event|near_park|near_tourist|valet_station,"Large tourist event station valet-served station, near tourist or event venues and near a park or trail.",Delaware Avenue,2772,False,34 Hanna Avenue Park,72,True,Museum of Television,165,True,King Street West,285,False,False,False,False,19.71,20.35,-0.64,high,low,"Valet station: extra capacity available Game days Jun-Jul 2026; outside those hours, treated as a regular dock.",gbfs|osm|ridership|valet_page,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs; valet hours (Game days Jun-Jul 2026) from bikesharetoronto.com/valet-stations/"
7189,Augusta Ave / Denison Sq,43.653766,-79.4016759,15,small,False,False,,park_trail,small|park_trail|downtown_core|near_park,Small park trail station in the downtown core and near a park or trail.,"University / Dundas, Northwest corner",1046,False,Bellevue Square Park,60,True,No. 8 Hose Station,426,False,Dundas Street West,171,False,False,True,False,33.27,34.88,-1.61,very_high,medium,"Small residential or park-adjacent station; if full, alternatives may be farther away.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7190,St. George St / Hoskin Ave,43.6637403,-79.39806449999999,15,small,False,False,,tourist_event,small|tourist_event|downtown_core|near_park|near_tourist,"Small tourist event station in the downtown core, near tourist or event venues and near a park or trail.",OISE Entrance,468,False,,195,True,University of Toronto Art Centre,202,True,Spadina Avenue,324,False,False,True,False,36.54,39.74,-3.2,very_high,medium,Tourist or event-area station; demand may spike around weekends and events.,gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7191,Central Tech  (Harbord St),43.661975,-79.407896,11,small,False,False,,park_trail,small|park_trail|downtown_core|near_park,Small park trail station in the downtown core and near a park or trail.,Bathurst,516,False,Margaret Fairley Park,262,True,"Ukrainian Museum of Canada, Ontario Branch",460,False,Bathurst Street,158,False,False,True,False,29.62,31.78,-2.16,very_high,medium,"Small residential or park-adjacent station; if full, alternatives may be farther away.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7192,Harbord St / Clinton St,43.660414,-79.415646,15,small,False,False,,park_trail,small|park_trail|downtown_core|near_park,Small park trail station in the downtown core and near a park or trail.,Christie,466,False,Healey Willan Park,236,True,No. 8 Hose Station,962,False,Bloor Street West,401,False,False,True,False,12.72,13.79,-1.07,high,low,"Small residential or park-adjacent station; if full, alternatives may be farther away.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7193,Dufferin St / Queen St W,43.64309687937765,-79.42875613770637,15,small,False,False,,park_trail,small|park_trail|near_park|near_major_road,Small park trail station near a park or trail and on a major road.,Russett Avenue - E,1952,False,Pessoa Park,21,True,InterAccess,458,False,Dufferin Street,15,True,False,False,True,7.23,7.4,-0.18,medium,low,"Small residential or park-adjacent station; if full, alternatives may be farther away.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7195,Ulster St / Bathurst St,43.66,-79.4088888888889,11,small,False,False,,park_trail,small|park_trail|downtown_core|near_park|near_major_road,"Small park trail station in the downtown core, near a park or trail and on a major road.",Markham Street,669,False,Margaret Fairley Park,266,True,No. 8 Hose Station,481,False,Bathurst Street,24,True,False,True,False,18.75,19.85,-1.1,high,low,"Small residential or park-adjacent station; if full, alternatives may be farther away.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7196,Roxton Rd / Harbord St,43.65905,-79.422988,11,small,False,False,,residential,small|residential,Small residential station.,Ossington Avenue,448,False,Art Eggleton Park,373,False,Small World Music Centre,1397,False,Bloor Street West,376,False,False,False,True,10.2,10.6,-0.4,medium,low,"Small residential or park-adjacent station; if full, alternatives may be farther away.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7197,Queen St W / Dovercourt Rd,43.6438602,-79.4227573,11,small,False,False,,tourist_event,small|tourist_event|near_park|near_tourist|near_major_road,"Small tourist event station near tourist or event venues, near a park or trail and on a major road.",Delaware Avenue,2059,False,Paul E. Garfinkel Park,122,True,InterAccess,217,True,Queen Street West,56,True,False,False,False,26.48,26.52,-0.04,very_high,medium,Tourist or event-area station; demand may spike around weekends and events.,gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7198,Queen St W / Cowan Ave,43.64089724173822,-79.43283582518329,19,medium,False,False,,park_trail,medium|park_trail|near_park|near_major_road,Medium park trail station near a park or trail and on a major road.,Russett Avenue - E,2115,False,Masaryk Park,87,True,InterAccess,777,False,Queen Street West,71,True,False,False,True,19.14,19.93,-0.78,high,low,"Small residential or park-adjacent station; if full, alternatives may be farther away.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7199,College St / Markham St,43.6563888888889,-79.4091666666667,19,medium,False,False,,tourist_event,medium|tourist_event|downtown_core|near_tourist|near_major_road,"Medium tourist event station in the downtown core, near tourist or event venues and on a major road.",Markham Street,1040,False,The Doctors' Parkette,437,False,No. 8 Hose Station,362,True,College Street,67,True,False,True,False,73.69,76.93,-3.23,very_high,medium,Tourist or event-area station; demand may spike around weekends and events.,gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7202,York St / Queen St W (City Hall),43.65160619179464,-79.38404693334348,26,large,False,False,,transit_hub,large|transit_hub|downtown_core|near_subway|near_park|near_tourist|near_major_road,"Large transit hub station near subway, in the downtown core, near tourist or event venues, near a park or trail and on a major road.",Four Seasons Entrance,185,True,,118,True,Nathan Phillips Square,116,True,Queen Street West,45,True,False,True,False,25.5,25.68,-0.18,high,low,"Large capacity helps, but downtown commuter demand can change quickly; check alternatives early.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7203,Bathurst St/Queens Quay(Billy Bishop Airport),43.635492,-79.398253,34,large,False,False,,tourist_event,large|tourist_event|downtown_core|waterfront|near_park|near_tourist,"Large tourist event station in the downtown core, on the waterfront, near tourist or event venues and near a park or trail.",University / King Southwest corner (on King),1708,False,Little Norway Park,118,True,Arcadia,114,True,Lake Shore Boulevard West,147,False,True,True,False,58.16,56.8,1.35,very_high,low,Tourist or event-area station; demand may spike around weekends and events.,gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7204,College St / Crawford St,43.655,-79.418889,19,medium,False,False,,park_trail,medium|park_trail|downtown_core|near_park|near_major_road,"Medium park trail station in the downtown core, near a park or trail and on a major road.",Ossington Avenue,1006,False,,49,True,Small World Music Centre,883,False,College Street,20,True,False,True,False,43.93,45.92,-1.99,very_high,medium,"Small residential or park-adjacent station; if full, alternatives may be farther away.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7205,Rusholme Park Cres / College St,43.65277778,-79.42972222,15,small,False,False,,residential,small|residential|near_major_road,Small residential station on a major road.,Dufferin Street - East,935,False,Dufferin Grove Park,441,False,XPACE Cultural Centre,835,False,College Street,17,True,False,False,True,28.46,29.68,-1.23,very_high,low,"Small residential or park-adjacent station; if full, alternatives may be farther away.",gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7206,Claremont St / Dundas St W,43.651281,-79.411717,13,small,False,False,,downtown_core,small|downtown_core|near_major_road,Small downtown core station in the downtown core and on a major road.,Christie,1524,False,Trinity Bellwoods Park,468,False,Small World Music Centre,656,False,Dundas Street West,16,True,False,True,False,33.48,35.56,-2.09,very_high,medium,Downtown station with variable demand; check live dock counts before arriving.,gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
7207,Dundas St W / Crawford St,43.649722,-79.416944,47,very_large,False,False,,tourist_event,very_large|tourist_event|downtown_core|near_park|near_tourist|near_major_road,"Very large tourist event station in the downtown core, near tourist or event venues, near a park or trail and on a major road.",Ossington Avenue,1591,False,Roxton Road Parkette,240,True,Small World Music Centre,292,True,Dundas Street West,39,True,False,True,False,70.49,70.87,-0.39,very_high,low,Tourist or event-area station; demand may spike around weekends and events.,gbfs|osm|ridership,"base metadata (name, lat/lon, capacity, charging) from GBFS station_information; spatial context (nearest subway, park, tourist, major road) from OpenStreetMap Overpass API; ridership stats from Toronto Open Data 2025–2026 annual ZIPs"
